"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Caffeine metabolism","8","8","3","0.43218","0.0055536","0.05467","0.0021247","50","0.005","P1","EC000643;EC000644;EC000462"
"1- and 2-Methylnaphthalene degradation","3","3","2","0.16207","0.0071581","0.14031","0.002137","146","0.0146","P2","EC000603;EC000379"
"Linoleate metabolism","31","31","5","1.6747","0.016242","0.060422","0.0022079","503","0.0503","P3","EC000440;EC00022;EC000608;EC000724;EC000317"
"Glutathione Metabolism","5","5","2","0.27011","0.022361","0.22295","0.0022571","43","0.0043","P4","EC00022;EC000206"
"Glutamate metabolism","5","5","2","0.27011","0.022361","0.22295","0.0022571","84","0.0084","P5","EC00022;EC000206"
"Methionine and cysteine metabolism","25","25","4","1.3506","0.032339","0.11961","0.0023397","161","0.0161","P6","EC000281;EC000172;EC00022;EC000518"
"Tryptophan metabolism","54","54","6","2.9172","0.047349","0.1188","0.0024701","934","0.0934","P7","EC000499;EC000226;EC000372;EC00042;EC00022;EC000252"
"Hexose phosphorylation","11","11","2","0.59425","0.10151","0.42695","0.0030078","201","0.0201","P8","EC000514;EC000228"
"Ascorbate (Vitamin C) and Aldarate Metabolism","11","11","2","0.59425","0.10151","0.42695","0.0030078","2934","0.2934","P9","EC00022;EC000462"
"Drug metabolism - other enzymes","25","25","3","1.3506","0.12556","0.35012","0.0032848","895","0.0895","P10","EC000673;EC000668;EC000670"
"Histidine metabolism","15","15","2","0.81034","0.17094","0.53277","0.003884","842","0.0842","P11","EC000453;EC00022"
"Lipoate metabolism","4","4","1","0.21609","0.18632","1","0.0041125","3016","0.3016","P12","EC000179"
"Urea cycle/amino group metabolism","33","33","3","1.7828","0.22667","0.4899","0.0047828","3162","0.3162","P13","EC000160;EC000769;EC000281"
"C21-steroid hormone biosynthesis and metabolism","49","49","4","2.6471","0.22688","0.43694","0.0047866","2150","0.215","P14","EC000474;EC0003;EC000471;EC000428"
"Limonene and pinene degradation","6","6","1","0.32414","0.26627","1","0.0055556","3315","0.3315","P15","EC000257"
"Xenobiotics metabolism","37","37","3","1.9989","0.2822","0.5528","0.005903","5855","0.5855","P16","EC000231;EC00022;EC000601"
"Aspartate and asparagine metabolism","37","37","3","1.9989","0.2822","0.5528","0.005903","3415","0.3415","P17","EC000521;EC000206;EC00022"
"Pyruvate Metabolism","8","8","1","0.43218","0.33852","1","0.0073332","155","0.0155","P18","EC00022"
"Androgen and estrogen biosynthesis and metabolism","25","25","2","1.3506","0.36011","0.72065","0.007977","1897","0.1897","P19","EC00022;EC000428"
"Putative anti-Inflammatory metabolites formation from EPA","10","10","1","0.54023","0.4038","1","0.0094774","2010","0.201","P20","EC00022"
"Fructose and mannose metabolism","12","12","1","0.64828","0.46275","1","0.012015","3361","0.3361","P21","EC000228"
"Tyrosine metabolism","93","93","5","5.0241","0.5082","0.68854","0.014489","7252","0.7252","P22","EC000812;EC000160;EC000544;EC00022;EC000734"
"Arginine and Proline Metabolism","14","14","1","0.75632","0.51599","1","0.014967","3005","0.3005","P23","EC000281"
"TCA cycle","16","16","1","0.86437","0.56405","1","0.018348","4507","0.4507","P24","EC000179"
"Lysine metabolism","16","16","1","0.86437","0.56405","1","0.018348","7119","0.7119","P25","EC000179"
"Glycine, serine, alanine and threonine metabolism","37","37","2","1.9989","0.56483","0.85047","0.018409","2953","0.2953","P26","EC000179;EC00022"
"Galactose metabolism","17","17","1","0.91839","0.5863","1","0.020202","2509","0.2509","P27","EC000228"
"Aminosugars metabolism","17","17","1","0.91839","0.5863","1","0.020202","2295","0.2295","P28","EC000395"
"Glycolysis and Gluconeogenesis","18","18","1","0.97241","0.60743","1","0.022166","4897","0.4897","P29","EC000179"
"Leukotriene metabolism","41","41","2","2.2149","0.62231","0.87882","0.023681","2670","0.267","P30","EC000805;EC00022"
"Drug metabolism - cytochrome P450","19","19","1","1.0264","0.62751","1","0.02424","6797","0.6797","P31","EC000656"
"De novo fatty acid biosynthesis","19","19","1","1.0264","0.62751","1","0.02424","4366","0.4366","P32","EC000386"
"Vitamin A (retinol) metabolism","21","21","1","1.1345","0.66469","1","0.028714","5486","0.5486","P33","EC000579"
"Bile acid biosynthesis","23","23","1","1.2425","0.69824","1","0.03362","1215","0.1215","P34","EC000364"
"Fatty acid activation","29","29","1","1.5667","0.78036","1","0.050781","5020","0.502","P35","EC000386"
"Arachidonic acid metabolism","31","31","1","1.6747","0.80252","1","0.057252","5373","0.5373","P36","EC00022"
"Prostaglandin formation from arachidonate","44","44","1","2.377","0.90167","1","0.10639","7590","0.759","P37","EC00022"
"Glycerophospholipid metabolism","45","45","1","2.431","0.90684","1","0.11056","8034","0.8034","P38","EC000395"
