"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Limonene and pinene degradation","5","5","2","0.23379","0.01713","0.19621","0.0042966","259","0.0259","P1","EC000379;EC000381"
"Drug metabolism - other enzymes","26","26","4","1.2157","0.023388","0.094939","0.0043849","199","0.0199","P2","EC000727;EC000725;EC000714;EC000715"
"Methionine and cysteine metabolism","29","29","4","1.356","0.03377","0.12224","0.0045358","551","0.0551","P3","EC000164;EC000346;EC00073;EC000681"
"3-Chloroacrylic acid degradation","1","1","1","0.046759","0.043651","1","0.0046845","0","0","P4","EC000599"
"Carbon fixation","10","10","2","0.46759","0.067078","0.35465","0.0050581","580","0.058","P5","EC00049;EC00053"
"Ubiquinone Biosynthesis","10","10","2","0.46759","0.067078","0.35465","0.0050581","180","0.018","P6","EC000296;EC00067"
"Fructose and mannose metabolism","13","13","2","0.60786","0.10707","0.4346","0.0057709","2132","0.2132","P7","EC000265;EC00049"
"Glyoxylate and Dicarboxylate Metabolism","3","3","1","0.14028","0.12544","1","0.0061333","0","0","P8","EC00049"
"Fatty acid oxidation, peroxisome","3","3","1","0.14028","0.12544","1","0.0061333","39","0.0039","P9","EC000350"
"Xenobiotics metabolism","48","48","4","2.2444","0.15211","0.33644","0.0067034","2594","0.2594","P10","EC000661;EC000647;EC000678;EC000607"
"Leukotriene metabolism","35","35","3","1.6366","0.19302","0.44618","0.007691","1120","0.112","P11","EC000956;EC000955;EC000360"
"Keratan sulfate degradation","5","5","1","0.23379","0.20038","1","0.0078846","3172","0.3172","P12","EC000265"
"Fatty acid oxidation","5","5","1","0.23379","0.20038","1","0.0078846","189","0.0189","P13","EC000350"
"N-Glycan Degradation","5","5","1","0.23379","0.20038","1","0.0078846","2637","0.2637","P14","EC000265"
"Parathio degradation","6","6","1","0.28055","0.23546","1","0.0088826","3460","0.346","P15","EC000594"
"Pentose phosphate pathway","22","22","2","1.0287","0.24889","0.62071","0.0093003","4419","0.4419","P16","EC00053;EC00049"
"Pyruvate Metabolism","7","7","1","0.32731","0.26903","1","0.0099665","0","0","P17","EC00049"
"Saturated fatty acids beta-oxidation","7","7","1","0.32731","0.26903","1","0.0099665","430","0.043","P18","EC000350"
"Pentose and Glucuronate Interconversions","8","8","1","0.37407","0.30116","1","0.011139","3479","0.3479","P19","EC00053"
"Glycosphingolipid metabolism","26","26","2","1.2157","0.31522","0.68276","0.011699","795","0.0795","P20","EC000187;EC000634"
"Caffeine metabolism","9","9","1","0.42083","0.33191","1","0.012404","799","0.0799","P21","EC000693"
"Putative anti-Inflammatory metabolites formation from EPA","11","11","1","0.51435","0.38949","1","0.015216","1229","0.1229","P22","EC000978"
"Pyrimidine metabolism","57","57","3","2.6652","0.45932","0.71377","0.019617","5804","0.5804","P23","EC000217;EC000172;EC000158"
"Hexose phosphorylation","14","14","1","0.65462","0.46688","1","0.020173","3071","0.3071","P24","EC00067"
"Porphyrin metabolism","14","14","1","0.65462","0.46688","1","0.020173","2292","0.2292","P25","EC000548"
"Tryptophan metabolism","37","37","2","1.7301","0.48785","0.80664","0.021812","5803","0.5803","P26","EC000539;EC000794"
"Aspartate and asparagine metabolism","37","37","2","1.7301","0.48785","0.80664","0.021812","5607","0.5607","P27","EC000304;EC000775"
"Fatty Acid Metabolism","15","15","1","0.70138","0.49048","1","0.022028","6228","0.6228","P28","EC000350"
"Valine, leucine and isoleucine degradation","16","16","1","0.74814","0.51306","1","0.023985","3762","0.3762","P29","EC000481"
"Glycolysis and Gluconeogenesis","18","18","1","0.84166","0.55532","1","0.028207","2919","0.2919","P30","EC00049"
"Tyrosine metabolism","89","89","4","4.1615","0.55572","0.75011","0.028252","5637","0.5637","P31","EC000296;EC00067;EC000529;EC000531"
"Galactose metabolism","19","19","1","0.88842","0.57508","1","0.030473","3548","0.3548","P32","EC00049"
"De novo fatty acid biosynthesis","20","20","1","0.93518","0.59398","1","0.03284","5400","0.54","P33","EC000350"
"Arginine and Proline Metabolism","20","20","1","0.93518","0.59398","1","0.03284","5166","0.5166","P34","EC00073"
"Carnitine shuttle","22","22","1","1.0287","0.62936","1","0.037879","2038","0.2038","P35","EC0001018"
"Glycerophospholipid metabolism","50","50","2","2.3379","0.65491","0.89309","0.042097","7203","0.7203","P36","EC000187;EC00049"
"Vitamin E metabolism","26","26","1","1.2157","0.69131","1","0.049137","872","0.0872","P37","EC000768"
"Linoleate metabolism","34","34","1","1.5898","0.78637","1","0.075944","7583","0.7583","P38","EC000950"
"Fatty acid activation","38","38","1","1.7768","0.82248","1","0.091179","7866","0.7866","P39","EC000350"
"Urea cycle/amino group metabolism","39","39","1","1.8236","0.83053","1","0.095149","8499","0.8499","P40","EC00073"
