"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Glutathione Metabolism","19","19","4","1.2103","0.021545","0.092327","0.0052276","3","3e-04","P1","EC000541;EC000542;EC00088;EC0001024"
"Sialic acid metabolism","23","23","4","1.4651","0.041218","0.14344","0.0055476","3","3e-04","P2","EC000739;EC00022;EC00046;EC00060"
"Xenobiotics metabolism","47","47","6","2.9939","0.052102","0.13006","0.0057335","215","0.0215","P3","EC000936;EC000335;EC000990;EC000991;EC000992;EC000995"
"Starch and Sucrose Metabolism","7","7","2","0.4459","0.058795","0.34166","0.0058512","100","0.01","P4","EC00060;EC00022"
"Fructose and mannose metabolism","18","18","3","1.1466","0.083705","0.27961","0.0063123","380","0.038","P5","EC00060;EC00022;EC000612"
"Vitamin A (retinol) metabolism","19","19","3","1.2103","0.09536","0.30164","0.0065413","205","0.0205","P6","EC000232;EC000365;EC000550"
"Carbon fixation","10","10","2","0.637","0.1125","0.45006","0.0068942","929","0.0929","P7","EC00060;EC00046"
"Glycosylphosphatidylinositol(GPI)-anchor biosynthesis","2","2","1","0.1274","0.11388","1","0.0069235","88","0.0088","P8","EC00060"
"N-Glycan biosynthesis","11","11","2","0.7007","0.13245","0.48212","0.0073312","194","0.0194","P9","EC00022;EC00060"
"Galactose metabolism","23","23","3","1.4651","0.14782","0.38816","0.0076883","267","0.0267","P10","EC00022;EC00060;EC000739"
"Methionine and cysteine metabolism","49","49","5","3.1213","0.15441","0.31332","0.007847","50","0.005","P11","EC000466;EC000288;EC00045;EC00088;EC000294"
"Nucleotide Sugar Metabolism","3","3","1","0.1911","0.16592","1","0.0081327","88","0.0088","P12","EC00060"
"Arginine and Proline Metabolism","53","53","5","3.3761","0.19462","0.36772","0.0088958","6199","0.6199","P13","EC000106;EC00045;EC000541;EC000542;EC00035"
"Vitamin B6 (pyridoxine) metabolism","14","14","2","0.8918","0.19611","0.56765","0.0089375","5072","0.5072","P14","EC000301;EC000192"
"Glycolysis and Gluconeogenesis","27","27","3","1.7199","0.20752","0.46987","0.0092637","1155","0.1155","P15","EC00060;EC00022;EC00046"
"Pentose phosphate pathway","27","27","3","1.7199","0.20752","0.46987","0.0092637","583","0.0583","P16","EC000537;EC00060;EC00022"
"Hexose phosphorylation","16","16","2","1.0192","0.24039","0.61676","0.010278","4155","0.4155","P17","EC00022;EC00060"
"Ascorbate (Vitamin C) and Aldarate Metabolism","16","16","2","1.0192","0.24039","0.61676","0.010278","625","0.0625","P18","EC00088;EC000553"
"Aminosugars metabolism","30","30","3","1.911","0.25536","0.52684","0.01078","263","0.0263","P19","EC00035;EC00060;EC00046"
"C5-Branched dibasic acid metabolism","5","5","1","0.3185","0.26112","1","0.01098","0","0","P20","EC000284"
"Glycerophospholipid metabolism","60","60","5","3.822","0.27245","0.46214","0.011386","505","0.0505","P21","EC000739;EC000714;EC000537;EC00022;EC00060"
"Phosphatidylinositol phosphate metabolism","18","18","2","1.1466","0.28512","0.66037","0.011859","207","0.0207","P22","EC00022;EC00060"
"Drug metabolism - other enzymes","18","18","2","1.1466","0.28512","0.66037","0.011859","541","0.0541","P23","EC0001040;EC000901"
"Carnitine shuttle","32","32","3","2.0384","0.2881","0.56252","0.011973","2","2e-04","P24","EC0001258;EC0001266;EC0001261"
"Glycosphingolipid biosynthesis - globoseries","6","6","1","0.3822","0.30462","1","0.01263","1046","0.1046","P25","EC00022"
"Glutamate metabolism","19","19","2","1.2103","0.30745","0.6803","0.012746","906","0.0906","P26","EC00088;EC00035"
"Pyrimidine metabolism","63","63","5","4.0131","0.3078","0.50132","0.012761","724","0.0724","P27","EC000537;EC00035;EC000410;EC00046;EC00060"
"Chondroitin sulfate degradation","7","7","1","0.4459","0.34559","1","0.014437","1591","0.1591","P28","EC00022"
"Glycosphingolipid biosynthesis - ganglioseries","8","8","1","0.5096","0.38418","1","0.016405","379","0.0379","P29","EC00022"
"Putative anti-Inflammatory metabolites formation from EPA","8","8","1","0.5096","0.38418","1","0.016405","221","0.0221","P30","EC000706"
