"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Androgen and estrogen biosynthesis and metabolism","24","24","5","2.1679","0.044713","0.13238","0.011201","244","0.0244","P1","EC000485;EC000486;EC000170;EC000494;EC000802"
"Ubiquinone Biosynthesis","10","10","3","0.90329","0.044988","0.1998","0.011209","72","0.0072","P2","EC000140;EC000141;EC000295"
"Electron transport chain","5","5","2","0.45165","0.059429","0.35336","0.011666","905","0.0905","P3","EC000140;EC000141"
"Fatty acid oxidation","5","5","2","0.45165","0.059429","0.35336","0.011666","20","0.002","P4","EC000140;EC000141"
"Leukotriene metabolism","35","35","6","3.1615","0.066765","0.15956","0.011906","386","0.0386","P5","EC000257;EC000791;EC000955;EC000248;EC000436;EC000902"
"3-Chloroacrylic acid degradation","1","1","1","0.090329","0.084325","1","0.012501","0","0","P6","EC000599"
"C21-steroid hormone biosynthesis and metabolism","48","48","7","4.3358","0.10118","0.20354","0.013103","246","0.0246","P7","EC000513;EC000354;EC000518;EC000226;EC000170;EC000485;EC000486"
"Arachidonic acid metabolism","24","24","4","2.1679","0.13671","0.32286","0.014476","2340","0.234","P8","EC000654;EC000257;EC000475;EC000248"
"Fatty acid activation","38","38","5","3.4325","0.21052","0.39193","0.017858","1977","0.1977","P9","EC000856;EC000982;EC000985;EC0001008;EC00014"
"De novo fatty acid biosynthesis","20","20","3","1.8066","0.2342","0.5074","0.019119","2523","0.2523","P10","EC000588;EC000616;EC000808"
"Lipoate metabolism","5","5","1","0.45165","0.35686","1","0.027446","6861","0.6861","P11","EC000223"
"Limonene and pinene degradation","5","5","1","0.45165","0.35686","1","0.027446","3485","0.3485","P12","EC000259"
"Vitamin E metabolism","26","26","3","2.3486","0.37782","0.65346","0.02924","44","0.0044","P13","EC000942;EC000924;EC000769"
"Xenobiotics metabolism","48","48","5","4.3358","0.38054","0.57964","0.029483","6118","0.6118","P14","EC000660;EC000664;EC000196;EC000647;EC000674"
"Prostaglandin formation from arachidonate","48","48","5","4.3358","0.38054","0.57964","0.029483","2420","0.242","P15","EC000917;EC000564;EC000257;EC000566;EC000626"
"Omega-6 fatty acid metabolism","6","6","1","0.54198","0.41136","1","0.032395","597","0.0597","P16","EC000856"
"TCA cycle","18","18","2","1.6259","0.45707","0.79406","0.037337","7875","0.7875","P17","EC000140;EC000141"
"Biopterin metabolism","7","7","1","0.63231","0.46129","1","0.037837","2098","0.2098","P18","EC000177"
"Dynorphin metabolism","7","7","1","0.63231","0.46129","1","0.037837","224","0.0224","P19","EC000847"
"Vitamin B9 (folate) metabolism","8","8","1","0.72264","0.50704","1","0.043766","5169","0.5169","P20","EC00013"
"Omega-3 fatty acid metabolism","8","8","1","0.72264","0.50704","1","0.043766","4327","0.4327","P21","EC000687"
"Pyrimidine metabolism","57","57","5","5.1488","0.53542","0.71761","0.047991","6877","0.6877","P22","EC000140;EC000141;EC000154;EC000171;EC000211"
"Caffeine metabolism","9","9","1","0.81296","0.54894","1","0.050172","1946","0.1946","P23","EC000693"
"Linoleate metabolism","34","34","3","3.0712","0.55861","0.79275","0.051806","5323","0.5323","P24","EC000467;EC000652;EC000903"
"Propanoate metabolism","10","10","1","0.90329","0.58732","1","0.05704","3093","0.3093","P25","EC000223"
"Tryptophan metabolism","37","37","3","3.3422","0.61813","0.83085","0.063389","7773","0.7773","P26","EC000201;EC000452;EC000196"
"Putative anti-Inflammatory metabolites formation from EPA","11","11","1","0.99362","0.62247","1","0.06435","2256","0.2256","P27","EC000463"
"3-oxo-10R-octadecatrienoate beta-oxidation","11","11","1","0.99362","0.62247","1","0.06435","6776","0.6776","P28","EC000896"
"Glycosphingolipid metabolism","26","26","2","2.3486","0.6601","0.89895","0.073501","2820","0.282","P29","EC000187;EC000341"
"Drug metabolism - other enzymes","26","26","2","2.3486","0.6601","0.89895","0.073501","6820","0.682","P30","EC000718;EC000462"
"Vitamin A (retinol) metabolism","14","14","1","1.2646","0.71111","1","0.088701","7326","0.7326","P31","EC000475"
"D4&E4-neuroprostanes formation","14","14","1","1.2646","0.71111","1","0.088701","2997","0.2997","P32","EC000969"
"Fatty Acid Metabolism","15","15","1","1.3549","0.73581","1","0.097537","8958","0.8958","P33","EC000985"
"Purine metabolism","47","47","3","4.2455","0.7761","0.91677","0.11467","6752","0.6752","P34","EC000108;EC000216;EC000211"
"Vitamin D3 (cholecalciferol) metabolism","17","17","1","1.5356","0.77913","1","0.11612","4385","0.4385","P35","EC000959"
"Drug metabolism - cytochrome P450","17","17","1","1.5356","0.77913","1","0.11612","7433","0.7433","P36","EC000703"
"Ascorbate (Vitamin C) and Aldarate Metabolism","17","17","1","1.5356","0.77913","1","0.11612","9500","0.95","P37","EC000223"
"Tyrosine metabolism","89","89","6","8.0393","0.78355","0.88416","0.11828","8350","0.835","P38","EC000295;EC000967;EC000748;EC000528;EC000530;EC000823"
