"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Fatty acid oxidation, peroxisome","8","8","4","0.28621","6.4609e-05","0.0015405","0.0031305","0","0","P1","EC0001146;EC000616;EC0001147;EC0001055"
"Fatty acid activation","37","37","7","1.3237","0.00012295","0.00083331","0.0031311","0","0","P2","EC000616;EC0001146;EC0001147;EC000356;EC0001055;EC000168;EC000629"
"Omega-6 fatty acid metabolism","10","10","4","0.35777","0.00018471","0.0031559","0.0031317","0","0","P3","EC0001147;EC0001055;EC000616;EC0001146"
"Carnitine shuttle","32","32","6","1.1449","0.00042103","0.0028191","0.0031341","0","0","P4","EC0001055;EC000616;EC0001147;EC0001258;EC0001264;EC000194"
"De novo fatty acid biosynthesis","29","29","5","1.0375","0.0020003","0.012147","0.0031503","0","0","P5","EC000616;EC0001147;EC000356;EC000168;EC000629"
"Fatty acid oxidation","11","11","3","0.39354","0.0045556","0.046098","0.0031767","0","0","P6","EC000616;EC0001147;EC0001055"
"Omega-3 fatty acid metabolism","13","13","3","0.4651","0.0075411","0.062789","0.0032078","0","0","P7","EC0001055;EC0001147;EC0001146"
"Saturated fatty acids beta-oxidation","9","9","2","0.32199","0.032908","0.25537","0.0034852","0","0","P8","EC000194;EC000168"
"3-oxo-10R-octadecatrienoate beta-oxidation","10","10","2","0.35777","0.040287","0.27947","0.0035707","21","0.0021","P9","EC0001184;EC0001186"
"Linoleate metabolism","43","43","4","1.5384","0.049334","0.15678","0.0036784","4624","0.4624","P10","EC000709;EC000921;EC00042;EC000975"
"Ascorbate (Vitamin C) and Aldarate Metabolism","16","16","2","0.57243","0.094911","0.40887","0.0042763","328","0.0328","P11","EC000150;EC00042"
"Fatty Acid Metabolism","18","18","2","0.64398","0.11616","0.44674","0.0045896","18","0.0018","P12","EC000194;EC000168"
"R Group Synthesis","4","4","1","0.14311","0.12551","1","0.0047351","35","0.0035","P13","EC000616"
"Polyunsaturated fatty acid biosynthesis","4","4","1","0.14311","0.12551","1","0.0047351","50","0.005","P14","EC000616"
"D4&E4-neuroprostanes formation","5","5","1","0.17888","0.1544","1","0.0052169","51","0.0051","P15","EC00042"
"Lysine metabolism","44","44","3","1.5742","0.17348","0.41759","0.0055637","6256","0.6256","P16","EC000274;EC000194;EC000668"
"Tyrosine metabolism","151","151","7","5.4023","0.22073","0.35516","0.0065338","9727","0.9727","P17","EC000382;EC0001126;EC000923;EC000777;EC000526;EC00042;EC0001177"
"Glycosphingolipid metabolism","27","27","2","0.96597","0.22223","0.58984","0.0065673","215","0.0215","P18","EC000168;EC000196"
"Putative anti-Inflammatory metabolites formation from EPA","8","8","1","0.28621","0.2356","1","0.0068754","147","0.0147","P19","EC0001093"
"Vitamin B6 (pyridoxine) metabolism","14","14","1","0.50087","0.37582","1","0.01125","6986","0.6986","P20","EC000171"
"Selenoamino acid metabolism","15","15","1","0.53665","0.39661","1","0.012127","80","0.008","P21","EC000826"
"Porphyrin metabolism","17","17","1","0.6082","0.43618","1","0.014015","1951","0.1951","P22","EC00042"
"Phosphatidylinositol phosphate metabolism","18","18","1","0.64398","0.455","1","0.015027","506","0.0506","P23","EC000168"
"Xenobiotics metabolism","47","47","2","1.6815","0.46438","0.79079","0.015561","3637","0.3637","P24","EC000168;EC000993"
"Vitamin A (retinol) metabolism","19","19","1","0.67976","0.47321","1","0.016084","1705","0.1705","P25","EC000997"
"Arachidonic acid metabolism","19","19","1","0.67976","0.47321","1","0.016084","949","0.0949","P26","EC0001093"
"C21-steroid hormone biosynthesis and metabolism","52","52","2","1.8604","0.51886","0.82351","0.019126","2388","0.2388","P27","EC000247;EC000546"
"Sialic acid metabolism","23","23","1","0.82286","0.5403","1","0.020779","1089","0.1089","P28","EC000150"
"Galactose metabolism","23","23","1","0.82286","0.5403","1","0.020779","2565","0.2565","P29","EC000150"
"Leukotriene metabolism","24","24","1","0.85864","0.55573","1","0.02207","1333","0.1333","P30","EC0001093"
"Prostaglandin formation from arachidonate","27","27","1","0.96597","0.59903","1","0.026223","1139","0.1139","P31","EC00042"
"Pentose phosphate pathway","27","27","1","0.96597","0.59903","1","0.026223","2831","0.2831","P32","EC000150"
"Androgen and estrogen biosynthesis and metabolism","28","28","1","1.0017","0.61253","1","0.027702","4289","0.4289","P33","EC000546"
"Pyrimidine metabolism","63","63","2","2.2539","0.62568","0.87891","0.029238","2770","0.277","P34","EC000130;EC000300"
"Histidine metabolism","38","38","1","1.3595","0.72531","1","0.044967","6990","0.699","P35","EC000130"
"Purine metabolism","45","45","1","1.6099","0.78446","1","0.059535","5103","0.5103","P36","EC00042"
"Glycerophospholipid metabolism","60","60","1","2.1466","0.87245","1","0.096225","6130","0.613","P37","EC000196"
"Glycine, serine, alanine and threonine metabolism","69","69","1","2.4686","0.90719","1","0.12083","8490","0.849","P38","EC000560"
"Urea cycle/amino group metabolism","92","92","1","3.2914","0.95929","1","0.18813","9998","0.9998","P39","EC000377"
"Aspartate and asparagine metabolism","109","109","1","3.8997","0.9781","1","0.23891","9762","0.9762","P40","EC000478"
