exposure,mode,pathway,pathway_total,hits_total,hits_sig,expected,fet,ease,gamma,emp_hits
pbde_100_ngml_detect,c18,Androgen and estrogen biosynthesis and metabolism,24,24,5,2.1679,0.044713,0.13238,0.011201,244
pbde_100_ngml_detect,c18,Ubiquinone Biosynthesis,10,10,3,0.90329,0.044988,0.1998,0.011209,72
pbde_100_ngml_detect,c18,Electron transport chain,5,5,2,0.45165,0.059429,0.35336,0.011666,905
pbde_100_ngml_detect,c18,Fatty acid oxidation,5,5,2,0.45165,0.059429,0.35336,0.011666,20
pbde_100_ngml_detect,c18,Leukotriene metabolism,35,35,6,3.1615,0.066765,0.15956,0.011906,386
pbde_100_ngml_detect,c18,3-Chloroacrylic acid degradation,1,1,1,0.090329,0.084325,1,0.012501,0
pbde_100_ngml_detect,c18,C21-steroid hormone biosynthesis and metabolism,48,48,7,4.3358,0.10118,0.20354,0.013103,246
pbde_100_ngml_detect,c18,Arachidonic acid metabolism,24,24,4,2.1679,0.13671,0.32286,0.014476,2340
pbde_100_ngml_detect,c18,Fatty acid activation,38,38,5,3.4325,0.21052,0.39193,0.017858,1977
pbde_100_ngml_detect,c18,De novo fatty acid biosynthesis,20,20,3,1.8066,0.2342,0.5074,0.019119,2523
pbde_100_ngml_detect,c18,Lipoate metabolism,5,5,1,0.45165,0.35686,1,0.027446,6861
pbde_100_ngml_detect,c18,Limonene and pinene degradation,5,5,1,0.45165,0.35686,1,0.027446,3485
pbde_100_ngml_detect,c18,Vitamin E metabolism,26,26,3,2.3486,0.37782,0.65346,0.02924,44
pbde_100_ngml_detect,c18,Xenobiotics metabolism,48,48,5,4.3358,0.38054,0.57964,0.029483,6118
pbde_100_ngml_detect,c18,Prostaglandin formation from arachidonate,48,48,5,4.3358,0.38054,0.57964,0.029483,2420
pbde_100_ngml_detect,c18,Omega-6 fatty acid metabolism,6,6,1,0.54198,0.41136,1,0.032395,597
pbde_100_ngml_detect,c18,TCA cycle,18,18,2,1.6259,0.45707,0.79406,0.037337,7875
pbde_100_ngml_detect,c18,Biopterin metabolism,7,7,1,0.63231,0.46129,1,0.037837,2098
pbde_100_ngml_detect,c18,Dynorphin metabolism,7,7,1,0.63231,0.46129,1,0.037837,224
pbde_100_ngml_detect,c18,Vitamin B9 (folate) metabolism,8,8,1,0.72264,0.50704,1,0.043766,5169
pbde_100_ngml_detect,c18,Omega-3 fatty acid metabolism,8,8,1,0.72264,0.50704,1,0.043766,4327
pbde_100_ngml_detect,c18,Pyrimidine metabolism,57,57,5,5.1488,0.53542,0.71761,0.047991,6877
pbde_100_ngml_detect,c18,Caffeine metabolism,9,9,1,0.81296,0.54894,1,0.050172,1946
pbde_100_ngml_detect,c18,Linoleate metabolism,34,34,3,3.0712,0.55861,0.79275,0.051806,5323
pbde_100_ngml_detect,c18,Propanoate metabolism,10,10,1,0.90329,0.58732,1,0.05704,3093
pbde_100_ngml_detect,c18,Tryptophan metabolism,37,37,3,3.3422,0.61813,0.83085,0.063389,7773
pbde_100_ngml_detect,c18,Putative anti-Inflammatory metabolites formation from EPA,11,11,1,0.99362,0.62247,1,0.06435,2256
pbde_100_ngml_detect,c18,3-oxo-10R-octadecatrienoate beta-oxidation,11,11,1,0.99362,0.62247,1,0.06435,6776
pbde_100_ngml_detect,c18,Glycosphingolipid metabolism,26,26,2,2.3486,0.6601,0.89895,0.073501,2820
pbde_100_ngml_detect,c18,Drug metabolism - other enzymes,26,26,2,2.3486,0.6601,0.89895,0.073501,6820
pbde_100_ngml_detect,c18,Vitamin A (retinol) metabolism,14,14,1,1.2646,0.71111,1,0.088701,7326
pbde_100_ngml_detect,c18,D4&E4-neuroprostanes formation,14,14,1,1.2646,0.71111,1,0.088701,2997
pbde_100_ngml_detect,c18,Fatty Acid Metabolism,15,15,1,1.3549,0.73581,1,0.097537,8958
pbde_100_ngml_detect,c18,Purine metabolism,47,47,3,4.2455,0.7761,0.91677,0.11467,6752
pbde_100_ngml_detect,c18,Vitamin D3 (cholecalciferol) metabolism,17,17,1,1.5356,0.77913,1,0.11612,4385
pbde_100_ngml_detect,c18,Drug metabolism - cytochrome P450,17,17,1,1.5356,0.77913,1,0.11612,7433
pbde_100_ngml_detect,c18,Ascorbate (Vitamin C) and Aldarate Metabolism,17,17,1,1.5356,0.77913,1,0.11612,9500
pbde_100_ngml_detect,c18,Tyrosine metabolism,89,89,6,8.0393,0.78355,0.88416,0.11828,8350
pbde_100_ngml_detect,c18,Glycerophospholipid metabolism,50,50,3,4.5165,0.81174,0.93327,0.13353,8999
pbde_100_ngml_detect,c18,Aspartate and asparagine metabolism,37,37,2,3.3422,0.83598,0.96241,0.14904,9131
pbde_100_ngml_detect,c18,Pentose phosphate pathway,22,22,1,1.9872,0.85907,1,0.16654,9762
pbde_100_ngml_detect,c18,Bile acid biosynthesis,29,29,1,2.6196,0.92517,1,0.24177,3203
pbde_100_ngml_detect,c18,Methionine and cysteine metabolism,29,29,1,2.6196,0.92517,1,0.24177,9761
pbde_100_ngml_detect,c18,Urea cycle/amino group metabolism,39,39,1,3.5228,0.96996,1,0.34781,9847
