"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Linoleate metabolism","43","43","9","2.9267","0.00092276","0.0036783","0.009444","1132","0.1132","P1","EC0001095;EC0001214;EC0001087;EC000921;EC0001119;EC00040;EC000976;EC000974;EC000516"
"Xenobiotics metabolism","47","47","8","3.199","0.007049","0.022193","0.0095977","14","0.0014","P2","EC000945;EC000335;EC000982;EC000990;EC000880;EC000967;EC000996;EC000994"
"Tryptophan metabolism","113","113","10","7.6911","0.16108","0.2581","0.014509","6962","0.6962","P3","EC000813;EC000488;EC0001078;EC000528;EC000333;EC0001102;EC000696;EC000211;EC000797;EC000335"
"Glycerophospholipid metabolism","60","60","6","4.0838","0.16765","0.31121","0.014772","165","0.0165","P4","EC000715;EC000349;EC000322;EC000362;EC000293;EC000156"
"Biopterin metabolism","14","14","2","0.95288","0.21713","0.59288","0.016931","6400","0.64","P5","EC00052;EC00057"
"C21-steroid hormone biosynthesis and metabolism","52","52","5","3.5393","0.22207","0.40328","0.017165","545","0.0545","P6","EC000751;EC0001068;EC000750;EC000752;EC000280"
"Vitamin H (biotin) metabolism","5","5","1","0.34031","0.27677","1","0.020011","523","0.0523","P7","EC00027"
"D4&E4-neuroprostanes formation","5","5","1","0.34031","0.27677","1","0.020011","132","0.0132","P8","EC00040"
"Porphyrin metabolism","17","17","2","1.1571","0.28883","0.66465","0.020706","1337","0.1337","P9","EC00040;EC000280"
"Drug metabolism - other enzymes","18","18","2","1.2251","0.3127","0.68568","0.022165","473","0.0473","P10","EC0001049;EC000900"
"Parathio degradation","6","6","1","0.40838","0.32227","1","0.022782","404","0.0404","P11","EC000896"
"Caffeine metabolism","6","6","1","0.40838","0.32227","1","0.022782","1423","0.1423","P12","EC0001015"
"Lipoate metabolism","6","6","1","0.40838","0.32227","1","0.022782","1979","0.1979","P13","EC00027"
"CoA Catabolism","8","8","1","0.5445","0.40495","1","0.029004","3726","0.3726","P14","EC000395"
"Histidine metabolism","38","38","3","2.5864","0.42978","0.69477","0.031238","4986","0.4986","P15","EC000652;EC000369;EC000827"
"Glyoxylate and Dicarboxylate Metabolism","9","9","1","0.61257","0.44247","1","0.032456","4330","0.433","P16","EC000126"
"Limonene and pinene degradation","9","9","1","0.61257","0.44247","1","0.032456","8912","0.8912","P17","EC000576"
"Vitamin B9 (folate) metabolism","10","10","1","0.68063","0.47765","1","0.036132","2989","0.2989","P18","EC000249"
"Omega-6 fatty acid metabolism","10","10","1","0.68063","0.47765","1","0.036132","12","0.0012","P19","EC000156"
"Alkaloid biosynthesis II","11","11","1","0.74869","0.51064","1","0.040031","1950","0.195","P20","EC000957"
"TCA cycle","11","11","1","0.74869","0.51064","1","0.040031","1391","0.1391","P21","EC000738"
"Prostaglandin formation from arachidonate","27","27","2","1.8377","0.51333","0.82494","0.04037","400","0.04","P22","EC000156;EC00040"
"Purine metabolism","45","45","3","3.0628","0.54484","0.78127","0.044611","2622","0.2622","P23","EC0001232;EC000316;EC00040"
"De novo fatty acid biosynthesis","29","29","2","1.9738","0.55269","0.84638","0.04575","501","0.0501","P24","EC000550;EC000156"
"Carnitine shuttle","32","32","2","2.178","0.60749","0.87378","0.054764","15","0.0015","P25","EC0001271;EC0001265"
"Vitamin B5 - CoA biosynthesis from pantothenate","15","15","1","1.0209","0.62325","1","0.057751","3234","0.3234","P26","EC000395"
"Drug metabolism - cytochrome P450","34","34","2","2.3141","0.64117","0.8893","0.0614","7887","0.7887","P27","EC000797;EC0001039"
"Ascorbate (Vitamin C) and Aldarate Metabolism","16","16","1","1.089","0.64714","1","0.062681","1383","0.1383","P28","EC00040"
"Fructose and mannose metabolism","18","18","1","1.2251","0.69053","1","0.073088","5987","0.5987","P29","EC000613"
"Vitamin A (retinol) metabolism","19","19","1","1.2932","0.7102","1","0.078547","3331","0.3331","P30","EC000550"
"Arachidonic acid metabolism","19","19","1","1.2932","0.7102","1","0.078547","2101","0.2101","P31","EC000156"
"Tyrosine metabolism","151","151","8","10.277","0.75214","0.84791","0.092146","10000","1","P32","EC0001078;EC000376;EC00052;EC00040;EC00057;EC000927;EC000322;EC000783"
"Leukotriene metabolism","24","24","1","1.6335","0.7915","1","0.10805","2720","0.272","P33","EC000156"
"Glycine, serine, alanine and threonine metabolism","69","69","3","4.6963","0.82271","0.93742","0.12364","7495","0.7495","P34","EC000190;EC000859;EC000126"
"Glycosphingolipid metabolism","27","27","1","1.8377","0.82898","1","0.12718","3250","0.325","P35","EC000322"
"Urea cycle/amino group metabolism","92","92","4","6.2618","0.84562","0.93614","0.13735","9998","0.9998","P36","EC000260;EC000190;EC000316;EC000376"
"Valine, leucine and isoleucine degradation","30","30","1","2.0419","0.8598","1","0.14709","4113","0.4113","P37","EC00085"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","34","34","1","2.3141","0.89252","1","0.17448","9534","0.9534","P38","EC000836"
"Pyrimidine metabolism","63","63","2","4.288","0.91706","0.9839","0.20164","6571","0.6571","P39","EC000249;EC000401"
"Aspartate and asparagine metabolism","109","109","4","7.4188","0.9252","0.97303","0.21251","9551","0.9551","P40","EC000260;EC0001076;EC000591;EC00027"
"Butanoate metabolism","42","42","1","2.8586","0.937","1","0.23057","9222","0.9222","P41","EC000620"
"Lysine metabolism","44","44","1","2.9948","0.94491","1","0.24461","9999","0.9999","P42","EC00027"
"Arginine and Proline Metabolism","53","53","1","3.6073","0.96996","1","0.30679","9997","0.9997","P43","EC000591"
