"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Arginine and Proline Metabolism","53","53","28","20.164","0.004984","0.010526","0.061425","30","0.003","P1","EC00019;EC000107;EC000108;EC00020;EC00032;EC00033;EC000201;EC000646;EC000608;EC000609;EC000647;EC00043;EC00045;EC000540;EC000541;EC000255;EC000257;EC000258;EC000591;EC000592;EC000593;EC00035;EC00037;EC00030;EC000850;EC000243;EC000244;EC000246"
"Androgen and estrogen biosynthesis and metabolism","28","28","15","10.653","0.032268","0.070341","0.064242","24","0.0024","P2","EC00016;EC000730;EC000737;EC000726;EC000727;EC000736;EC000419;EC000546;EC000759;EC0001173;EC000276;EC000758;EC0005;EC000699;EC000700"
"Glutamate metabolism","19","19","11","7.2286","0.033753","0.08493","0.0644","0","0","P3","EC00019;EC00020;EC00088;EC00026;EC000212;EC000215;EC00035;EC00037;EC000646;EC000345;EC00073"
"Aspartate and asparagine metabolism","109","109","46","41.469","0.06297","0.089608","0.067591","255","0.0255","P4","EC00019;EC00020;EC000107;EC000108;EC000260;EC000261;EC000328;EC000255;EC000257;EC000258;EC00073;EC000111;EC000442;EC000478;EC000480;EC000541;EC0001080;EC00049;EC000212;EC000215;EC00030;EC000282;EC000846;EC000847;EC000243;EC000244;EC000246;EC00032;EC00033;EC00035;EC00037;EC000345;EC000434;EC000540;EC000451;EC000360;EC000642;EC00088;EC000201;EC000608;EC000609;EC000591;EC000592;EC000593;EC00027;EC00028"
"Alanine and Aspartate Metabolism","21","21","11","7.9895","0.075724","0.15889","0.069042","0","0","P5","EC00019;EC00020;EC00032;EC00033;EC00035;EC00037;EC000447;EC00026;EC000111;EC000201;EC00030"
"Carbon fixation","10","10","6","3.8045","0.09429","0.24643","0.071218","1060","0.106","P6","EC00059;EC00074;EC00075;EC000181;EC00046;EC00030"
"Nitrogen metabolism","10","10","6","3.8045","0.09429","0.24643","0.071218","0","0","P7","EC00019;EC000111;EC00035;EC00037;EC000500;EC00030"
"Urea cycle/amino group metabolism","92","92","38","35.002","0.11587","0.16109","0.073848","9431","0.9431","P8","EC00019;EC000107;EC000108;EC000508;EC000510;EC00016;EC000377;EC00032;EC00033;EC000201;EC000646;EC000608;EC000609;EC000360;EC000260;EC000261;EC000279;EC00043;EC00045;EC000190;EC00026;EC000212;EC000215;EC0001130;EC000568;EC00020;EC000255;EC000257;EC000258;EC000483;EC000373;EC000192;EC000193;EC00030;EC00049;EC000243;EC000244;EC000246"
"Electron transport chain","2","2","2","0.76091","0.12246","0.5769","0.074673","0","0","P9","EC000241;EC000242"
"Histidine metabolism","38","38","17","14.457","0.13565","0.21935","0.076359","0","0","P10","EC00019;EC00020;EC00016;EC0001243;EC000652;EC000653;EC000654;EC000267;EC000369;EC000370;EC00026;EC000828;EC000829;EC00092;EC000724;EC000239;EC000237"
"Drug metabolism - cytochrome P450","34","34","15","12.935","0.17175","0.27374","0.081205","6671","0.6671","P11","EC000914;EC0001035;EC000797;EC000799;EC0001031;EC0001032;EC000917;EC000904;EC0001023;EC000912;EC000913;EC0001027;EC0001028;EC0001029;EC000731"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","34","34","15","12.935","0.17175","0.27374","0.081205","459","0.0459","P12","EC00019;EC00016;EC00032;EC00033;EC00035;EC00037;EC000657;EC000173;EC000472;EC000473;EC000834;EC000836;EC000115;EC000116;EC00030"
"Beta-Alanine metabolism","20","20","9","7.6091","0.23659","0.39621","0.090853","0","0","P13","EC00019;EC000360;EC000237;EC000212;EC000215;EC00026;EC00092;EC00020;EC00030"
"Glycerophospholipid metabolism","60","60","24","22.827","0.24311","0.33132","0.091897","83","0.0083","P14","EC00016;EC000685;EC000739;EC000573;EC000703;EC000537;EC000195;EC00064;EC000893;EC000322;EC000218;EC00034;EC00039;EC00022;EC000317;EC000477;EC00074;EC00075;EC000362;EC00059;EC000512;EC000293;EC0001003;EC000156"
"C21-steroid hormone biosynthesis and metabolism","52","52","21","19.784","0.2461","0.34212","0.092381","781","0.0781","P15","EC000699;EC000700;EC000751;EC000552;EC000747;EC000573;EC000419;EC000756;EC0001067;EC0001068;EC000730;EC000247;EC000364;EC000276;EC000752;EC000546;EC0005;EC000759;EC000758;EC000726;EC000727"
"Lysine metabolism","44","44","18","16.74","0.24809","0.35374","0.092704","9800","0.98","P16","EC00019;EC00020;EC00016;EC000200;EC000273;EC000763;EC000608;EC000609;EC000194;EC00027;EC00028;EC000424;EC000425;EC000243;EC000244;EC000246;EC000282;EC000669"
"Vitamin B9 (folate) metabolism","10","10","5","3.8045","0.24819","0.48469","0.092721","0","0","P17","EC00019;EC00039;EC000447;EC000269;EC0006"
"Xenobiotics metabolism","47","47","19","17.881","0.25975","0.36364","0.094627","4063","0.4063","P18","EC000383;EC000581;EC000984;EC000400;EC000987;EC000168;EC000945;EC000982;EC000990;EC000586;EC000991;EC000880;EC000933;EC000967;EC000995;EC000994;EC0001249;EC000530;EC000968"
"Putative anti-Inflammatory metabolites formation from EPA","8","8","4","3.0436","0.29356","0.57118","0.10048","0","0","P19","EC00019;EC0001134;EC000706;EC0001241"
"Glutathione Metabolism","19","19","8","7.2286","0.33415","0.51704","0.10811","58","0.0058","P20","EC000540;EC000541;EC00019;EC00088;EC000520;EC00026;EC0001024;EC000345"
"Methionine and cysteine metabolism","49","49","19","18.642","0.33698","0.44832","0.10867","73","0.0073","P21","EC00019;EC00020;EC00016;EC000235;EC000428;EC00073;EC000305;EC000306;EC000288;EC00043;EC00045;EC000554;EC00039;EC00088;EC000294;EC0001001;EC000839;EC000269;EC000762"
"3-Chloroacrylic acid degradation","1","1","1","0.38045","0.3502","1","0.11132","0","0","P22","EC000899"
"Vitamin B12 (cyanocobalamin) metabolism","1","1","1","0.38045","0.3502","1","0.11132","0","0","P23","EC00016"
"Pyruvate Metabolism","6","6","3","2.2827","0.35312","0.68035","0.11191","1718","0.1718","P24","EC00074;EC00075;EC000152"
"Lipoate metabolism","6","6","3","2.2827","0.35312","0.68035","0.11191","0","0","P25","EC0001098;EC00027;EC00028"
"Phytanic acid peroxisomal oxidation","6","6","3","2.2827","0.35312","0.68035","0.11191","0","0","P26","EC00020;EC000906;EC0001167"
"Biopterin metabolism","14","14","6","5.3264","0.35955","0.57608","0.11324","9136","0.9136","P27","EC0001123;EC00052;EC00054;EC000999;EC00057;EC000269"
"Vitamin B6 (pyridoxine) metabolism","14","14","6","5.3264","0.35955","0.57608","0.11324","8313","0.8313","P28","EC000169;EC000170;EC000301;EC000302;EC000192;EC000193"
"Glycine, serine, alanine and threonine metabolism","69","69","26","26.251","0.36062","0.45495","0.11346","866","0.0866","P29","EC00019;EC00020;EC00016;EC000212;EC000215;EC00032;EC00033;EC0001090;EC0001075;EC000139;EC000270;EC000190;EC00043;EC00045;EC000255;EC000257;EC000258;EC00049;EC000862;EC00039;EC00073;EC000144;EC0001058;EC000554;EC000147;EC00026"
"Glyoxylate and Dicarboxylate Metabolism","9","9","4","3.4241","0.39141","0.66207","0.12012","2949","0.2949","P30","EC00074;EC00075;EC000147;EC00084"
"Butanoate metabolism","42","42","16","15.979","0.39188","0.51669","0.12022","240","0.024","P31","EC00019;EC00020;EC00073;EC000768;EC000770;EC000872;EC000139;EC000620;EC000621;EC000622;EC000434;EC000212;EC000215;EC000594;EC000597;EC000598"
"Tryptophan metabolism","113","113","41","42.991","0.42081","0.4951","0.12693","9996","0.9996","P32","EC00019;EC00020;EC00016;EC000657;EC000204;EC000367;EC000368;EC000567;EC000999;EC000627;EC000588;EC000589;EC000819;EC000343;EC000344;EC000678;EC0001209;EC000488;EC000490;EC0001078;EC000882;EC000883;EC0001099;EC000152;EC0001132;EC000530;EC0001228;EC0001229;EC000333;EC0001102;EC000200;EC000694;EC000211;EC00022;EC000671;EC000802;EC000797;EC000799;EC000421;EC000173;EC00026"
"Vitamin E metabolism","15","15","6","5.7068","0.43624","0.64732","0.13071","678","0.0678","P33","EC0001199;EC0001206;EC0001157;EC0001242;EC000326;EC0001203"
"Selenoamino acid metabolism","15","15","6","5.7068","0.43624","0.64732","0.13071","1","1e-04","P34","EC00039;EC00073;EC000823;EC000825;EC000269;EC00026"
"Linoleate metabolism","43","43","16","16.36","0.43712","0.56171","0.13092","9962","0.9962","P35","EC00088;EC0001095;EC000685;EC0001237;EC0001213;EC0001087;EC0001116;EC000708;EC000920;EC0001212;EC0001119;EC000975;EC000973;EC000716;EC000893;EC000512"
