"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Glycolysis and Gluconeogenesis","18","18","3","0.72689","0.027276","0.13885","0.0040152","14","0.0014","P1","EC00038;EC000183;EC00088"
"Glycine, serine, alanine and threonine metabolism","44","44","4","1.7768","0.078929","0.21608","0.0047691","379","0.0379","P2","EC00080;EC00034;EC000183;EC00064"
"Fructose and mannose metabolism","13","13","2","0.52497","0.083106","0.38684","0.0048363","1650","0.165","P3","EC00038;EC000264"
"Lysine metabolism","14","14","2","0.56536","0.094706","0.40964","0.0050282","1811","0.1811","P4","EC000183;EC000311"
"Glycosylphosphatidylinositol(GPI)-anchor biosynthesis","3","3","1","0.12115","0.10899","1","0.0052757","654","0.0654","P5","EC00038"
"Fatty acid oxidation, peroxisome","3","3","1","0.12115","0.10899","1","0.0052757","28","0.0028","P6","EC000805"
"Di-unsaturated fatty acid beta-oxidation","4","4","1","0.16153","0.14268","1","0.0059123","458","0.0458","P7","EC000329"
"Nucleotide Sugar Metabolism","4","4","1","0.16153","0.14268","1","0.0059123","166","0.0166","P8","EC00038"
"Aminosugars metabolism","19","19","2","0.76727","0.15839","0.51183","0.0062367","766","0.0766","P9","EC00038;EC000428"
"Aspartate and asparagine metabolism","37","37","3","1.4942","0.15941","0.39809","0.0062584","2097","0.2097","P10","EC000304;EC000760;EC00034"
"Keratan sulfate degradation","5","5","1","0.20191","0.17513","1","0.0066033","2938","0.2938","P11","EC000264"
"Lipoate metabolism","5","5","1","0.20191","0.17513","1","0.0066033","3844","0.3844","P12","EC000183"
"Fatty acid oxidation","5","5","1","0.20191","0.17513","1","0.0066033","148","0.0148","P13","EC000805"
"N-Glycan Degradation","5","5","1","0.20191","0.17513","1","0.0066033","2430","0.243","P14","EC000264"
"Carnitine shuttle","22","22","2","0.88842","0.19968","0.56465","0.0071835","205","0.0205","P15","EC000805;EC0001002"
"Parathio degradation","6","6","1","0.2423","0.20638","1","0.007351","3134","0.3134","P16","EC000598"
"Omega-6 fatty acid metabolism","6","6","1","0.2423","0.20638","1","0.007351","174","0.0174","P17","EC000805"
"Arachidonic acid metabolism","24","24","2","0.96918","0.22792","0.59672","0.0079189","2893","0.2893","P18","EC000148;EC000866"
"Pyruvate Metabolism","7","7","1","0.28268","0.23648","1","0.0081576","0","0","P19","EC00064"
"Prostaglandin formation from dihomo gama-linoleic acid","7","7","1","0.28268","0.23648","1","0.0081576","1012","0.1012","P20","EC000866"
"Purine metabolism","47","47","3","1.898","0.25883","0.52387","0.0088184","1694","0.1694","P21","EC000318;EC000409;EC000101"
"Omega-3 fatty acid metabolism","8","8","1","0.32306","0.26546","1","0.0090253","1852","0.1852","P22","EC000805"
"Prostaglandin formation from arachidonate","48","48","3","1.9384","0.26931","0.53551","0.0091479","1803","0.1803","P23","EC000148;EC000564;EC000866"
"Glycerophospholipid metabolism","50","50","3","2.0191","0.29043","0.55824","0.0098531","3307","0.3307","P24","EC00038;EC000428;EC000329"
"Caffeine metabolism","9","9","1","0.36344","0.29337","1","0.0099558","745","0.0745","P25","EC000692"
"Bile acid biosynthesis","29","29","2","1.1711","0.2994","0.66718","0.01017","191","0.0191","P26","EC000505;EC00064"
"Methionine and cysteine metabolism","29","29","2","1.1711","0.2994","0.66718","0.01017","3873","0.3873","P27","EC000178;EC000179"
"N-Glycan biosynthesis","10","10","1","0.40383","0.32025","1","0.010951","3306","0.3306","P28","EC00038"
