"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"D4&E4-neuroprostanes formation","3","3","3","0.20251","0.00023191","0.010708","0.0082752","0","0","P1","EC00037;EC000226;EC000227"
"Ascorbate (Vitamin C) and Aldarate Metabolism","19","19","6","1.2825","0.00067025","0.0044668","0.0082853","5","5e-04","P2","EC000509;EC00037;EC000100;EC000356;EC000226;EC000227"
"N-Glycan biosynthesis","7","7","3","0.47252","0.0067611","0.063833","0.0084279","0","0","P3","EC00056;EC00020;EC000210"
"Starch and Sucrose Metabolism","3","3","2","0.20251","0.011016","0.17323","0.008529","0","0","P4","EC00051;EC00020"
"Pentose phosphate pathway","17","17","4","1.1475","0.017706","0.081069","0.0086907","33","0.0033","P5","EC000156;EC000479;EC000155;EC00020"
"Prostaglandin formation from arachidonate","26","26","5","1.7551","0.019121","0.069807","0.0087253","2","2e-04","P6","EC000226;EC000227;EC000398;EC00037;EC000848"
"Hexose phosphorylation","13","13","3","0.87753","0.042154","0.18745","0.0093099","1130","0.113","P7","EC00020;EC00051;EC000102"
"Glycosphingolipid metabolism","23","23","4","1.5526","0.049658","0.16302","0.0095093","367","0.0367","P8","EC000293;EC00020;EC000138;EC000856"
"Phosphatidylinositol phosphate metabolism","15","15","3","1.0125","0.061344","0.23371","0.0098291","442","0.0442","P9","EC00020;EC00051;EC000138"
"TCA cycle","16","16","3","1.08","0.072224","0.25714","0.010137","62","0.0062","P10","EC000100;EC000226;EC000227"
"Porphyrin metabolism","18","18","3","1.215","0.096345","0.30405","0.010858","137","0.0137","P11","EC00037;EC000226;EC000227"
"Androgen and estrogen biosynthesis and metabolism","30","30","4","2.0251","0.11099","0.27824","0.011322","822","0.0822","P12","EC000669;EC0001059;EC000692;EC0009"
"Glycosphingolipid biosynthesis - globoseries","2","2","1","0.135","0.12073","1","0.011643","673","0.0673","P13","EC00020"
"Tyrosine metabolism","125","125","11","8.4378","0.14372","0.22848","0.01244","5800","0.58","P14","EC000357;EC000226;EC000227;EC000711;EC000469;EC0001075;EC00037;EC0001063;EC000102;EC000293;EC000717"
"Ubiquinone Biosynthesis","11","11","2","0.74253","0.14624","0.50347","0.012531","167","0.0167","P15","EC00098;EC000102"
"Lysine metabolism","47","47","5","3.1726","0.16278","0.32526","0.013146","3816","0.3816","P16","EC000247;EC000700;EC000554;EC00023;EC000444"
"Benzoate degradation via CoA ligation","3","3","1","0.20251","0.17559","1","0.013644","0","0","P17","EC00086"
"Fructose and mannose metabolism","13","13","2","0.87753","0.19172","0.56315","0.014301","1808","0.1808","P18","EC00020;EC00056"
"Sialic acid metabolism","14","14","2","0.94503","0.21512","0.59028","0.015317","554","0.0554","P19","EC00020;EC00051"
"Vitamin H (biotin) metabolism","4","4","1","0.27001","0.22707","1","0.015865","189","0.0189","P20","EC00023"
"Galactose metabolism","15","15","2","1.0125","0.23878","0.61575","0.016425","2849","0.2849","P21","EC00020;EC00051"
"Bile acid biosynthesis","28","28","3","1.8901","0.25093","0.52226","0.017027","974","0.0974","P22","EC000586;EC000681;EC000486"
"Chondroitin sulfate degradation","5","5","1","0.33751","0.27537","1","0.018315","1189","0.1189","P23","EC00020"
"Caffeine metabolism","5","5","1","0.33751","0.27537","1","0.018315","4805","0.4805","P24","EC00020"
"Lipoate metabolism","5","5","1","0.33751","0.27537","1","0.018315","2096","0.2096","P25","EC00023"
"CoA Catabolism","5","5","1","0.33751","0.27537","1","0.018315","3692","0.3692","P26","EC000367"
"Squalene and cholesterol biosynthesis","17","17","2","1.1475","0.2864","0.6621","0.018931","268","0.0268","P27","EC000297;EC000210"
"C21-steroid hormone biosynthesis and metabolism","58","58","5","3.9151","0.29096","0.48307","0.019192","476","0.0476","P28","EC000586;EC0009;EC000681;EC000692;EC000669"
"Beta-Alanine metabolism","18","18","2","1.215","0.31016","0.68316","0.020337","1382","0.1382","P29","EC000182;EC00076"
"Glycosphingolipid biosynthesis - ganglioseries","6","6","1","0.40501","0.3207","1","0.020999","535","0.0535","P30","EC00020"
"Polyunsaturated fatty acid biosynthesis","6","6","1","0.40501","0.3207","1","0.020999","1143","0.1143","P31","EC000450"
"N-Glycan Degradation","6","6","1","0.40501","0.3207","1","0.020999","6126","0.6126","P32","EC00020"
"Keratan sulfate degradation","7","7","1","0.47252","0.36324","1","0.02392","7055","0.7055","P33","EC00020"
"Heparan sulfate degradation","7","7","1","0.47252","0.36324","1","0.02392","4273","0.4273","P34","EC00020"
"Fatty acid activation","36","36","3","2.4301","0.39135","0.66179","0.026101","458","0.0458","P35","EC0001119;EC000138;EC000450"
"Vitamin E metabolism","22","22","2","1.4851","0.40301","0.75522","0.027071","1395","0.1395","P36","EC000509;EC0001082"
"Vitamin B5 - CoA biosynthesis from pantothenate","8","8","1","0.54002","0.40314","1","0.027082","5554","0.5554","P37","EC000367"
"Saturated fatty acids beta-oxidation","8","8","1","0.54002","0.40314","1","0.027082","2954","0.2954","P38","EC000138"
"Carbon fixation","8","8","1","0.54002","0.40314","1","0.027082","1890","0.189","P39","EC000155"
"Leukotriene metabolism","24","24","2","1.6201","0.44733","0.78492","0.031149","2317","0.2317","P40","EC000398;EC0001058"
"Valine, leucine and isoleucine degradation","25","25","2","1.6876","0.46881","0.79842","0.033377","1334","0.1334","P41","EC000131;EC000182"
"Fatty Acid Metabolism","26","26","2","1.7551","0.4898","0.81107","0.035733","2051","0.2051","P42","EC000138;EC000450"
"Glycolysis and Gluconeogenesis","11","11","1","0.74253","0.50864","1","0.038013","3810","0.381","P43","EC00020"
"Vitamin D3 (cholecalciferol) metabolism","12","12","1","0.81003","0.53955","1","0.042133","3430","0.343","P44","EC000297"
"Alkaloid biosynthesis II","12","12","1","0.81003","0.53955","1","0.042133","6217","0.6217","P45","EC000111"
"Limonene and pinene degradation","12","12","1","0.81003","0.53955","1","0.042133","9565","0.9565","P46","EC000524"
