"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Purine metabolism","54","54","9","3.5379","0.0037195","0.011734","0.0032901","18","0.0018","P1","EC000267;EC000887;EC00057;EC000325;EC000539;EC000326;EC000188;EC00094;EC000132"
"Dynorphin metabolism","4","4","2","0.26207","0.020162","0.21879","0.0034753","0","0","P2","EC000768;EC000782"
"Arginine and Proline Metabolism","14","14","3","0.91724","0.04813","0.20184","0.0038159","115","0.0115","P3","EC00028;EC00029;EC00057"
"O-Glycan biosynthesis","1","1","1","0.065517","0.060832","1","0.0039822","0","0","P4","EC00016"
"Xenobiotics metabolism","37","37","5","2.4241","0.067915","0.17446","0.0040782","2686","0.2686","P5","EC000230;EC00016;EC000618;EC000617;EC000595"
"Lysine metabolism","16","16","3","1.0483","0.067934","0.24718","0.0040784","1740","0.174","P6","EC000110;EC000289;EC000162"
"Vitamin B6 (pyridoxine) metabolism","8","8","2","0.52414","0.080376","0.39038","0.0042531","634","0.0634","P7","EC000203;EC000235"
"Linoleate metabolism","31","31","4","2.031","0.11346","0.28121","0.0047572","1808","0.1808","P8","EC000267;EC000872;EC00016;EC000604"
"Glycosphingolipid biosynthesis - lactoseries","2","2","1","0.13103","0.11803","1","0.0048315","598","0.0598","P9","EC00016"
"Blood Group Biosynthesis","2","2","1","0.13103","0.11803","1","0.0048315","598","0.0598","P10","EC00016"
"Glycosphingolipid biosynthesis - neolactoseries","2","2","1","0.13103","0.11803","1","0.0048315","598","0.0598","P11","EC00016"
"Keratan sulfate biosynthesis","2","2","1","0.13103","0.11803","1","0.0048315","586","0.0586","P12","EC00016"
"Proteoglycan biosynthesis","2","2","1","0.13103","0.11803","1","0.0048315","586","0.0586","P13","EC00016"
"Vitamin D3 (cholecalciferol) metabolism","10","10","2","0.65517","0.11953","0.4617","0.0048563","239","0.0239","P14","EC000802;EC000683"
"Hyaluronan Metabolism","3","3","1","0.19655","0.17179","1","0.0058073","1583","0.1583","P15","EC00016"
"1- and 2-Methylnaphthalene degradation","3","3","1","0.19655","0.17179","1","0.0058073","2058","0.2058","P16","EC000379"
"Drug metabolism - other enzymes","25","25","3","1.6379","0.19052","0.44734","0.006195","1442","0.1442","P17","EC000667;EC000672;EC000669"
"Phosphatidylinositol phosphate metabolism","14","14","2","0.91724","0.20743","0.58063","0.0065688","1186","0.1186","P18","EC00016;EC000293"
"Vitamin B2 (riboflavin) metabolism","4","4","1","0.26207","0.22234","1","0.0069186","1144","0.1144","P19","EC00093"
"Alkaloid biosynthesis II","4","4","1","0.26207","0.22234","1","0.0069186","0","0","P20","EC000308"
"Glycosphingolipid biosynthesis - globoseries","4","4","1","0.26207","0.22234","1","0.0069186","1845","0.1845","P21","EC00016"
"Fatty Acid Metabolism","15","15","2","0.98276","0.23047","0.60607","0.007118","1162","0.1162","P22","EC000110;EC000912"
"Saturated fatty acids beta-oxidation","5","5","1","0.32759","0.26985","1","0.008174","1106","0.1106","P23","EC000110"
"Keratan sulfate degradation","6","6","1","0.3931","0.3145","1","0.0095811","3686","0.3686","P24","EC00016"
"Limonene and pinene degradation","6","6","1","0.3931","0.3145","1","0.0095811","3988","0.3988","P25","EC000257"
"Pentose and Glucuronate Interconversions","6","6","1","0.3931","0.3145","1","0.0095811","3369","0.3369","P26","EC00016"
"Glycosphingolipid biosynthesis - ganglioseries","7","7","1","0.45862","0.35647","1","0.011147","2480","0.248","P27","EC00016"
"Porphyrin metabolism","7","7","1","0.45862","0.35647","1","0.011147","2813","0.2813","P28","EC00016"
"Vitamin A (retinol) metabolism","21","21","2","1.3759","0.36913","0.7298","0.011673","2922","0.2922","P29","EC000772;EC00016"
"D4&E4-neuroprostanes formation","8","8","1","0.52414","0.39591","1","0.012877","1680","0.168","P30","EC000267"
"Prostaglandin formation from dihomo gama-linoleic acid","8","8","1","0.52414","0.39591","1","0.012877","1836","0.1836","P31","EC000748"
"Bile acid biosynthesis","23","23","2","1.5069","0.41367","0.76185","0.013752","178","0.0178","P32","EC000332;EC000683"
"Butanoate metabolism","9","9","1","0.58966","0.43298","1","0.014778","1514","0.1514","P33","EC000376"
"Starch and Sucrose Metabolism","9","9","1","0.58966","0.43298","1","0.014778","1706","0.1706","P34","EC00016"
"Carnitine shuttle","25","25","2","1.6379","0.45668","0.79015","0.016156","1236","0.1236","P35","EC00015;EC000110"
"Methionine and cysteine metabolism","25","25","2","1.6379","0.45668","0.79015","0.016156","3606","0.3606","P36","EC00028;EC00029"
"Squalene and cholesterol biosynthesis","11","11","1","0.72069","0.50053","1","0.019103","1684","0.1684","P37","EC000282"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","11","11","1","0.72069","0.50053","1","0.019103","1371","0.1371","P38","EC000290"
"Ascorbate (Vitamin C) and Aldarate Metabolism","11","11","1","0.72069","0.50053","1","0.019103","7028","0.7028","P39","EC000267"
"Glycerophospholipid metabolism","45","45","3","2.9483","0.52531","0.76628","0.021034","3290","0.329","P40","EC000293;EC000289;EC00036"
"Valine, leucine and isoleucine degradation","12","12","1","0.78621","0.53127","1","0.021532","3808","0.3808","P41","EC00055"
"N-Glycan biosynthesis","14","14","1","0.91724","0.58729","1","0.026932","3666","0.3666","P42","EC00016"
"Urea cycle/amino group metabolism","33","33","2","2.1621","0.60926","0.87386","0.029468","7387","0.7387","P43","EC00028;EC00029"
"Galactose metabolism","17","17","1","1.1138","0.6592","1","0.036367","3344","0.3344","P44","EC00016"
"Glycosphingolipid metabolism","17","17","1","1.1138","0.6592","1","0.036367","3594","0.3594","P45","EC00016"
"Aminosugars metabolism","17","17","1","1.1138","0.6592","1","0.036367","3057","0.3057","P46","EC00016"
"Glycine, serine, alanine and threonine metabolism","37","37","2","2.4241","0.67276","0.90237","0.038564","3942","0.3942","P47","EC00028;EC00029"
"Tyrosine metabolism","93","93","5","6.0931","0.68705","0.82777","0.041058","8741","0.8741","P48","EC000708;EC00016;EC000892;EC0007;EC000596"
"Pyrimidine metabolism","39","39","2","2.5552","0.70132","0.91415","0.043749","4226","0.4226","P49","EC000305;EC00016"
"Vitamin E metabolism","21","21","1","1.3759","0.73624","1","0.051323","2779","0.2779","P50","EC000863"
"Prostaglandin formation from arachidonate","44","44","2","2.8828","0.76394","0.93783","0.058549","6155","0.6155","P51","EC000267;EC000847"
"Androgen and estrogen biosynthesis and metabolism","25","25","1","1.6379","0.79611","1","0.068711","5868","0.5868","P52","EC00016"
"Tryptophan metabolism","54","54","2","3.5379","0.85628","0.96758","0.095372","8916","0.8916","P53","EC00043;EC000708"
"Aspartate and asparagine metabolism","37","37","1","2.4241","0.90647","1","0.13142","9159","0.9159","P54","EC000162"
"C21-steroid hormone biosynthesis and metabolism","49","49","1","3.2103","0.95756","1","0.20189","9333","0.9333","P55","EC00016"
