"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Histidine metabolism","32","32","4","1.0183","0.012399","0.05938","0.001178","1070","0.107","P1","EC000593;EC000240;EC000344;EC00079"
"Glycosphingolipid metabolism","23","23","3","0.73192","0.027366","0.13717","0.0012508","292","0.0292","P2","EC000291;EC000171;EC000856"
"Valine, leucine and isoleucine degradation","25","25","3","0.79556","0.034149","0.15712","0.0012854","51","0.0051","P3","EC00082;EC000987;EC000182"
"Porphyrin metabolism","18","18","2","0.57281","0.095442","0.40781","0.0016463","172","0.0172","P4","EC000383;EC000258"
"Beta-Alanine metabolism","18","18","2","0.57281","0.095442","0.40781","0.0016463","447","0.0447","P5","EC000182;EC00079"
"3-oxo-10R-octadecatrienoate beta-oxidation","5","5","1","0.15911","0.13866","1","0.0019635","134","0.0134","P6","EC0001068"
"Polyunsaturated fatty acid biosynthesis","6","6","1","0.19094","0.16406","1","0.0021794","604","0.0604","P7","EC000450"
"Prostaglandin formation from dihomo gama-linoleic acid","6","6","1","0.19094","0.16406","1","0.0021794","152","0.0152","P8","EC000315"
"Glycine, serine, alanine and threonine metabolism","49","49","3","1.5593","0.17048","0.41127","0.0022378","1166","0.1166","P9","EC000182;EC000784;EC000289"
"Prostaglandin formation from arachidonate","26","26","2","0.82739","0.17565","0.53213","0.0022861","220","0.022","P10","EC000398;EC000315"
"Arachidonic acid metabolism","27","27","2","0.85921","0.18637","0.54576","0.0023895","637","0.0637","P11","EC000398;EC000315"
"Butanoate metabolism","29","29","2","0.92285","0.20807","0.57189","0.0026146","1782","0.1782","P12","EC000182;EC000544"
"Androgen and estrogen biosynthesis and metabolism","30","30","2","0.95468","0.21904","0.5844","0.0027367","1570","0.157","P13","EC00010;EC0001003"
"De novo fatty acid biosynthesis","30","30","2","0.95468","0.21904","0.5844","0.0027367","701","0.0701","P14","EC000450;EC000331"
"Fatty acid activation","36","36","2","1.1456","0.2856","0.65235","0.0036203","552","0.0552","P15","EC000331;EC000450"
"Tryptophan metabolism","93","93","4","2.9595","0.28861","0.50254","0.0036668","3705","0.3705","P16","EC000538;EC000180;EC000607;EC000393"
"Glutamate metabolism","12","12","1","0.38187","0.30189","1","0.0038797","2326","0.2326","P17","EC000182"
"Vitamin B6 (pyridoxine) metabolism","15","15","1","0.47734","0.36227","1","0.0050292","4170","0.417","P18","EC000275"
"Xenobiotics metabolism","46","46","2","1.4638","0.39517","0.7424","0.0058053","3525","0.3525","P19","EC000880;EC000864"
"Glycerophospholipid metabolism","50","50","2","1.5911","0.43718","0.77169","0.0069905","2575","0.2575","P20","EC000171;EC000291"
"Leukotriene metabolism","24","24","1","0.76374","0.51457","1","0.0099271","3524","0.3524","P21","EC000398"
"C21-steroid hormone biosynthesis and metabolism","58","58","2","1.8457","0.51652","0.82091","0.010017","1810","0.181","P22","EC00010;EC000258"
"Fatty Acid Metabolism","26","26","1","0.82739","0.54327","1","0.011344","2724","0.2724","P23","EC000450"
"Carnitine shuttle","30","30","1","0.95468","0.59582","1","0.014563","3919","0.3919","P24","EC0001152"
"Drug metabolism - cytochrome P450","32","32","1","1.0183","0.61984","1","0.016371","5058","0.5058","P25","EC000933"
"Urea cycle/amino group metabolism","76","76","2","2.4185","0.66759","0.89699","0.020786","8654","0.8654","P26","EC000289;EC000182"
"Purine metabolism","38","38","1","1.2093","0.68391","1","0.022604","5421","0.5421","P27","EC000453"
"Pyrimidine metabolism","44","44","1","1.4002","0.73745","1","0.030049","7339","0.7339","P28","EC000182"
"Linoleate metabolism","47","47","1","1.4957","0.76081","1","0.034215","8455","0.8455","P29","EC0001070"
"Aspartate and asparagine metabolism","83","83","1","2.6413","0.92344","1","0.10279","9628","0.9628","P30","EC000182"
"Tyrosine metabolism","125","125","1","3.9778","0.98076","1","0.20418","9819","0.9819","P31","EC000291"
