"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Phosphatidylinositol phosphate metabolism","14","14","3","0.53103","0.011125","0.079636","0.0014253","31","0.0031","P1","EC000427;EC000293;EC000629"
"Porphyrin metabolism","7","7","2","0.26552","0.022622","0.21654","0.0014896","102","0.0102","P2","EC000511;EC000165"
"Squalene and cholesterol biosynthesis","11","11","2","0.41724","0.054248","0.31909","0.0016828","114","0.0114","P3","EC000358;EC000282"
"Glycerophospholipid metabolism","45","45","4","1.7069","0.068474","0.19512","0.001778","214","0.0214","P4","EC000293;EC000358;EC00036;EC000316"
"1- and 2-Methylnaphthalene degradation","3","3","1","0.11379","0.10208","1","0.0020263","1091","0.1091","P5","EC000380"
"Tryptophan metabolism","54","54","4","2.0483","0.11635","0.27883","0.0021424","1755","0.1755","P6","EC000500;EC000299;EC000353;EC000322"
"Di-unsaturated fatty acid beta-oxidation","4","4","1","0.15172","0.13381","1","0.0022941","32","0.0032","P7","EC000316"
"Lipoate metabolism","4","4","1","0.15172","0.13381","1","0.0022941","2280","0.228","P8","EC000221"
"Dynorphin metabolism","4","4","1","0.15172","0.13381","1","0.0022941","19","0.0019","P9","EC000768"
"Propanoate metabolism","8","8","1","0.30345","0.25018","1","0.0036448","1147","0.1147","P10","EC000221"
"Caffeine metabolism","8","8","1","0.30345","0.25018","1","0.0036448","2152","0.2152","P11","EC000642"
"Urea cycle/amino group metabolism","33","33","2","1.2517","0.32553","0.68873","0.0049553","4121","0.4121","P12","EC000351;EC000311"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","11","11","1","0.41724","0.32736","1","0.0049929","594","0.0594","P13","EC000515"
"Ascorbate (Vitamin C) and Aldarate Metabolism","11","11","1","0.41724","0.32736","1","0.0049929","4385","0.4385","P14","EC000221"
"Valine, leucine and isoleucine degradation","12","12","1","0.45517","0.35134","1","0.0055138","1794","0.1794","P15","EC00055"
"Xenobiotics metabolism","37","37","2","1.4034","0.37811","0.73059","0.0061659","6481","0.6481","P16","EC000620;EC000322"
"Histidine metabolism","15","15","1","0.56897","0.41838","1","0.0073093","2239","0.2239","P17","EC00070"
"Fatty Acid Metabolism","15","15","1","0.56897","0.41838","1","0.0073093","2473","0.2473","P18","EC000316"
"Drug metabolism - cytochrome P450","19","19","1","0.72069","0.49741","1","0.010289","5380","0.538","P19","EC000563"
"De novo fatty acid biosynthesis","19","19","1","0.72069","0.49741","1","0.010289","3275","0.3275","P20","EC000316"
"Bile acid biosynthesis","23","23","1","0.87241","0.56598","1","0.013993","779","0.0779","P21","EC000358"
"Purine metabolism","54","54","2","2.0483","0.5788","0.85523","0.014841","4095","0.4095","P22","EC000588;EC000539"
"Drug metabolism - other enzymes","25","25","1","0.94828","0.59677","1","0.016129","4502","0.4502","P23","EC000587"
"Fatty acid activation","29","29","1","1.1","0.65213","1","0.020985","3527","0.3527","P24","EC000316"
"Tyrosine metabolism","93","93","3","3.5276","0.65361","0.8452","0.021137","8052","0.8052","P25","EC000200;EC000797;EC000351"
"Linoleate metabolism","31","31","1","1.1759","0.67697","1","0.023706","6821","0.6821","P26","EC000316"
"Aspartate and asparagine metabolism","37","37","1","1.4034","0.7416","1","0.033027","7436","0.7436","P27","EC000713"
"Pyrimidine metabolism","39","39","1","1.4793","0.76021","1","0.03651","5248","0.5248","P28","EC00070"
"C21-steroid hormone biosynthesis and metabolism","49","49","1","1.8586","0.83542","1","0.056503","7623","0.7623","P29","EC000358"
